cause,verbatimIdentification,measurementType,measurementValue,pred_collision_value,closest_pred_species,closest_score,severity,reasoning
"species+trait present, value differs",Leptothorax acervorum,Head length,0.88,0.8,,,moderate,predicted a different value for this trait
"species present, trait missing",Pachycondyla sp. B,Head width between the eyes,0.67,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica lemani,Head length,1.42,1.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Iridomyrmex sp. AA,Weber’s length,1.62,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Tapinoma sp. A,Head length,0.54,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. F,Pronotum width,0.34,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dolichoderus sp. B,Femur length,1.79,1.7,,,moderate,predicted a different value for this trait
"species present, trait missing",Monomorium sp. B,Weber’s length,0.35,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Monomorium sp. B,Weber’s length,0.41,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Myrmica lobicornis,Femur length,1.15,1.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Camponotus herculeanus,Head length,2.24,2.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole megacephala,Femur length,0.55,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. B,Eye position ,0.05,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. B,Eye position ,0.06,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Crematogaster sp. A,Femur length,0.87,0.8,,,moderate,predicted a different value for this trait
"species present, trait missing",Pachycondyla sp. B,Weber’s length,1.95,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pheidole sp. B,Femur length,0.41,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. B,Femur length,0.65,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetramorium sp. B,Pronotum width,0.36,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Tetramorium sp. C,Femur length,0.96,0.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pachycondyla sp. B,Eye position ,0.48,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Formica aquilonia,Head width between the eyes,8.01,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Odontomachus sp. A,Head width between the eyes,1.52,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus sp. A,Head length,1.52,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Lepisiota sp. B,Head width between the eyes,0.33,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pachycondyla sp. A,Femur length,1.27,1.2,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmica lobicornis,Head width between the eyes,0.89,,,,moderate,the trait was not extracted for this species
species not in prediction,Ochetellus sp. A,Weber’s length,0.7,,Ochetellussp. A,0.96,severe,species not extracted at all
"species+trait present, value differs",Camponotus cinctellus,Head width behind the eyes,2.01,1.20,,,moderate,predicted a different value for this trait
"species present, trait missing",Pheidole sp. B,Head width between the eyes,0.37,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. B,Head width between the eyes,0.53,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Iridomyrmex sp. B,Head length,0.86,0.8,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmica ruginodis,Head width between the eyes,0.93,,,,moderate,the trait was not extracted for this species
species not in prediction,Ochetellus sp. A,Eye position ,0.22,,Ochetellussp. A,0.96,severe,species not extracted at all
"species+trait present, value differs",Paratrechina sp. A,Femur length,0.82,0.8,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Dolichoderus sp. B,Head length,1.51,1.5,,,moderate,predicted a different value for this trait
"species present, trait missing",Pheidole sp. G,Head width between the eyes,0.6,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Odontomachus sp. A,Eye position ,0.45,0.4,,,moderate,predicted a different value for this trait
"species present, trait missing",Plagiolepis sp. A,Head width between the eyes,0.18,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica lugubris,Head length,3.02,2.0,,,moderate,predicted a different value for this trait
"species present, trait missing",Pachycondyla sp. A,Head width between the eyes,4.01,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Formica aquilonia,Pronotum width,1.13,1.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Polyrhachis sp. A,Femur length,4.03,3.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Odontomachus sp. A,Pronotum width,8.01,1.0,,,moderate,predicted a different value for this trait
"species present, trait missing",Myrmica ruginodis,Weber’s length,1.77,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. C,Weber’s length,0.74,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. C,Weber’s length,0.79,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Camponotus cinctellus,Head length,1.57,1.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Lepisiota sp. B,Pronotum width,0.37,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmica ruginodis,Eye position ,0.12,0.1,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. C,Eye position ,0.04,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. C,Eye position ,0.05,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole megacephala,Pronotum width,0.33,0.3,,,moderate,predicted a different value for this trait
"species present, trait missing",Iridomyrmex sp. A,Weber’s length,1.44,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Pheidole sp. G,Weber’s length,0.89,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Crematogaster sp. A,Pronotum width,0.51,0.5,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. B,Pronotum width,0.28,0.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pheidole sp. B,Pronotum width,0.38,0.2,,,moderate,predicted a different value for this trait
"species present, trait missing",Meranoplus sp. B,Head width between the eyes,0.97,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Pheidole sp. G,Eye position ,0.08,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Iridomyrmex sp. C,Femur length,0.98,0.9,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Plagiolepis sp. A,Pronotum width,0.21,0.2,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Pachycondyla sp. A,Pronotum width,0.82,0.8,,,moderate,predicted a different value for this trait
"species present, trait missing",Formica lugubris,Weber’s length,2.67,,,,moderate,the trait was not extracted for this species
"species present, trait missing",Meranoplus sp. B,Weber’s length,0.85,,,,moderate,the trait was not extracted for this species
"species+trait present, value differs",Polyrhachis sp. A,Head length,2.33,2.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Cardiocondyla sp. A,Femur length,0.36,0.3,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Meranoplus sp. B,Eye position ,0.04,0.0,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. A,Femur length,0.49,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Monomorium sp. A,Femur length,0.42,0.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Melophorus sp. B,Femur length,1.46,1.4,,,moderate,predicted a different value for this trait
"species+trait present, value differs",Myrmicaria natalensis,Femur length,2.71,2.7,,,moderate,predicted a different value for this trait
